Date,Real Upper Band,Real Middle Band,Real Lower Band
2020-06-30,91.0589,84.711,78.3631
2020-07-01,91.198,85.1854,79.1727
2020-07-02,91.016,85.6938,80.3716
2020-07-06,91.4792,86.2091,80.9389
2020-07-07,91.7598,86.6864,81.6129
2020-07-08,92.6737,87.1411,81.6086
2020-07-09,93.5976,87.5082,81.4189
2020-07-10,94.0827,88.0895,82.0964
2020-07-13,94.3695,88.614,82.8586
2020-07-14,94.9488,89.1645,83.3801
2020-07-15,95.7375,89.6368,83.536
2020-07-16,96.1309,90.0565,83.9821
2020-07-17,96.3793,90.4651,84.5509
2020-07-20,96.7969,90.9969,85.1969
2020-07-21,97.0763,91.3513,85.6263
2020-07-22,97.4355,91.6258,85.8161
2020-07-23,97.311,91.7635,86.216
2020-07-24,97.263,91.8319,86.4008
2020-07-27,96.8829,92.1435,87.404
2020-07-28,96.6833,92.2801,87.8769
2020-07-29,96.5648,92.467,88.3692
2020-07-30,96.4353,92.7182,89.0011
2020-07-31,99.0416,93.4595,87.8775
2020-08-03,101.9112,94.2127,86.5141
2020-08-04,104.267,95.0153,85.7635
2020-08-05,106.31,95.7317,85.1533
2020-08-06,108.9965,96.615,84.2335
2020-08-07,110.6488,97.3643,84.0799
2020-08-10,112.3987,98.2139,84.0292
2020-08-11,113.3548,98.8232,84.2916
2020-08-12,114.8098,99.5772,84.3446
2020-08-13,116.4245,100.4873,84.55
2020-08-14,117.7827,101.4018,85.021
2020-08-17,118.9597,102.2029,85.4462
2020-08-18,120.0666,103.1167,86.1667
2020-08-19,121.0135,104.0242,87.035
2020-08-20,121.7251,105.2725,88.8198
2020-08-21,123.1526,106.829,90.5055
2020-08-24,124.6428,108.3513,92.0598
2020-08-25,125.0558,109.899,94.7423
2020-08-26,125.4431,111.4426,97.442
2020-08-27,124.956,112.8564,100.7567
2020-08-28,125.6416,113.7702,101.8988
2020-08-31,127.1749,114.7601,102.3453
2020-09-01,129.6468,115.9652,102.2837
2020-09-02,131.0425,117.0154,102.9884
2020-09-03,131.1081,117.3659,103.6237
2020-09-04,130.9507,117.846,104.7413
2020-09-08,130.9444,117.8505,104.7566
2020-09-09,130.4099,118.2379,106.0659
2020-09-10,130.373,118.2613,106.1495
2020-09-11,130.5848,118.1145,105.6443
2020-09-14,130.5655,118.1363,105.7072
2020-09-15,130.5237,118.1818,105.8399
2020-09-16,130.7347,118.0144,105.2942
2020-09-17,131.0894,117.7527,104.4161
2020-09-18,131.765,117.1952,102.6254
2020-09-21,131.5458,116.4985,101.4511
2020-09-22,130.9114,115.8136,100.7157
2020-09-23,130.564,114.9504,99.3367
2020-09-24,129.6836,114.058,98.4324
2020-09-25,128.7505,113.4373,98.1241
2020-09-28,127.7985,112.9572,98.1159
2020-09-29,125.8508,112.2283,98.6057
2020-09-30,121.9705,111.3326,100.6948
2020-10-01,118.1033,110.6203,103.1373
2020-10-02,116.9392,110.2371,103.5349
2020-10-05,115.9435,110.0196,104.0957
2020-10-06,115.9618,110.0362,104.1106
2020-10-07,115.6019,109.927,104.2521
2020-10-08,115.7461,109.9991,104.2522
2020-10-09,116.2389,110.2415,104.244
2020-10-12,118.342,110.6825,103.0229
2020-10-13,119.2334,110.9535,102.6737
2020-10-14,120.2093,111.3953,102.5812
2020-10-15,120.9423,111.9009,102.8595
2020-10-16,120.9731,112.4947,104.0164
2020-10-19,120.9257,112.7824,104.6391
2020-10-20,121.0502,113.0603,105.0704
2020-10-21,120.4848,113.5357,106.5866
2020-10-22,119.8203,113.9028,107.9854
2020-10-23,119.6622,114.0374,108.4125
2020-10-26,119.6607,114.0418,108.4228
2020-10-27,119.6395,114.1642,108.6888
2020-10-28,119.9427,113.9394,107.9361
2020-10-29,119.906,113.8677,107.8294
2020-10-30,120.412,113.6649,106.9178
2020-11-02,120.8051,113.288,105.7709
2020-11-03,120.9634,113.1554,105.3473
2020-11-04,120.9603,113.149,105.3377
2020-11-05,121.2432,113.347,105.4508
2020-11-06,121.413,113.4409,105.4687
2020-11-09,120.17,113.0567,105.9434
2020-11-10,119.548,112.8163,106.0847
2020-11-11,119.2701,112.7435,106.2169
2020-11-12,119.036,112.6804,106.3249
2020-11-13,119.1066,112.7022,106.2977
2020-11-16,119.662,112.9229,106.1839
2020-11-17,119.9207,113.0246,106.1286
2020-11-18,120.0475,113.0911,106.1348
2020-11-19,120.3029,113.242,106.1812
2020-11-20,120.4316,113.3641,106.2965
2020-11-23,120.4279,113.3151,106.2024
2020-11-24,120.3741,113.2551,106.1361
2020-11-25,120.2675,113.5004,106.7333
2020-11-27,120.3236,113.5721,106.8206
2020-11-30,119.9969,114.079,108.161
2020-12-01,119.9643,114.7695,109.5746
2020-12-02,120.0174,115.3961,110.7748
2020-12-03,120.5853,115.796,111.0067
2020-12-04,121.0062,115.9633,110.9205
2020-12-07,121.6897,116.2104,110.7312
2020-12-08,122.405,116.6041,110.8032
2020-12-09,122.5647,116.8879,111.2111
2020-12-10,122.9471,117.071,111.1949
2020-12-11,123.1942,117.2273,111.2604
2020-12-14,123.3532,117.3504,111.3476
2020-12-15,124.5707,117.7206,110.8705
2020-12-16,125.6259,118.1318,110.6377
2020-12-17,126.7132,118.653,110.5927
2020-12-18,127.2881,119.0444,110.8008
2020-12-21,127.9804,119.5763,111.1722
2020-12-22,128.8607,120.4569,112.053
2020-12-23,129.397,121.2281,113.0591
2020-12-24,129.9856,122.0066,114.0276
2020-12-28,131.5403,122.9883,114.4363
2020-12-29,132.5417,123.761,114.9802
2020-12-30,133.372,124.2982,115.2244
2020-12-31,133.9211,124.7676,115.6141
2021-01-04,134.0026,125.0836,116.1646
2021-01-05,134.1172,125.5114,116.9056
2021-01-06,134.0396,125.6506,117.2616
2021-01-07,134.1867,125.97,117.7534
2021-01-08,134.1195,126.4716,118.8237
2021-01-11,133.8798,126.752,119.6241
2021-01-12,133.4108,127.0641,120.7173
2021-01-13,132.6537,127.509,122.3643
2021-01-14,132.6205,127.5593,122.4981
2021-01-15,132.6654,127.5266,122.3877
2021-01-19,132.6956,127.4841,122.2725
2021-01-20,132.6952,127.7466,122.798
2021-01-21,133.6107,128.1686,122.7265
2021-01-22,134.9092,128.5198,122.1303
2021-01-25,137.102,129.1039,121.1058
2021-01-26,138.9145,129.6504,120.3863
2021-01-27,139.8712,129.9127,119.9542
2021-01-28,140.1034,130.0211,119.9389
2021-01-29,140.0249,129.9352,119.8454
2021-02-01,140.1055,130.006,119.9064
2021-02-02,140.2687,130.2785,120.2883
2021-02-03,140.3574,130.4216,120.4858
2021-02-04,140.5058,130.9486,121.3914
2021-02-05,140.7689,131.2438,121.7188
2021-02-08,141.0261,131.4912,121.9564
2021-02-09,141.0559,131.8445,122.6332
2021-02-10,140.9631,132.1763,123.3895
2021-02-11,140.9539,132.3933,123.8326
2021-02-12,140.7488,132.7187,124.6886
2021-02-16,140.1473,133.0239,125.9006
2021-02-17,139.691,133.1805,126.67
2021-02-18,139.9107,133.0767,126.2427
2021-02-19,140.0554,132.7443,125.4333
2021-02-22,140.3569,132.1152,123.8735
2021-02-23,139.6666,131.2912,122.9158
2021-02-24,138.6513,130.4305,122.2098
2021-02-25,138.2789,129.4103,120.5417
2021-02-26,138.4197,128.6461,118.8724
2021-03-01,138.3512,128.4517,118.5523
2021-03-02,138.1813,128.0204,117.8594
2021-03-03,138.0551,127.3978,116.7404
2021-03-04,138.088,126.7321,115.3762
2021-03-05,137.277,125.961,114.645
2021-03-08,136.8473,124.9632,113.079
2021-03-09,135.6437,124.1891,112.7345
2021-03-10,134.4646,123.405,112.3454
2021-03-11,133.1203,122.7481,112.3758
2021-03-12,131.6299,122.0584,112.4869
2021-03-15,129.8071,121.5018,113.1964
2021-03-16,128.4305,121.129,113.8275
2021-03-17,127.4416,120.8316,114.2217
2021-03-18,126.4854,120.3826,114.2798
2021-03-19,125.305,119.8993,114.4937
2021-03-22,124.9702,119.7717,114.5732
2021-03-23,124.5763,119.6093,114.6423
2021-03-24,124.1987,119.352,114.5053
2021-03-25,124.1981,119.3324,114.4667
2021-03-26,124.1971,119.33,114.4628
2021-03-29,123.1282,119.0169,114.9057
2021-03-30,122.6271,118.7616,114.8961
2021-03-31,122.6347,118.766,114.8973
2021-04-01,122.7878,118.9064,115.025
2021-04-05,123.4264,119.1255,114.8247
2021-04-06,123.5744,119.6073,115.6403
2021-04-07,124.5351,119.9407,115.3463
2021-04-08,125.9506,120.4484,114.9462
2021-04-09,127.8804,120.9882,114.0959
2021-04-12,128.979,121.4876,113.9962
2021-04-13,130.6677,121.9982,113.3288
2021-04-14,131.5273,122.3142,113.1011
2021-04-15,132.8467,122.7906,112.7346
2021-04-16,133.892,123.4573,113.0226
2021-04-19,134.8461,124.1837,113.5213
2021-04-20,135.5059,124.6592,113.8124
2021-04-21,136.1035,125.1952,114.287
2021-04-22,136.2034,125.7749,115.3464
2021-04-23,136.5013,126.4465,116.3916
2021-04-26,136.7347,127.1073,117.4799
2021-04-27,136.7386,127.7432,118.7477
2021-04-28,136.0947,128.4123,120.7299
2021-04-29,135.5111,128.9665,122.4219
2021-04-30,134.6004,129.3803,124.1603
2021-05-03,134.0774,129.7051,125.3328
2021-05-04,133.7355,129.7853,125.8352
2021-05-05,133.6997,129.7951,125.8905
2021-05-06,133.748,129.7648,125.7816
2021-05-07,133.7283,129.6393,125.5504
2021-05-10,134.1183,129.4351,124.7518
2021-05-11,134.2953,129.0287,123.7621
2021-05-12,135.0795,128.5859,122.0924
2021-05-13,134.9891,128.1301,121.2711
2021-05-14,134.6533,127.8124,120.9716
2021-05-17,134.1929,127.4037,120.6144
2021-05-18,134.0106,127.01,120.0094
2021-05-19,133.6868,126.5893,119.4918
2021-05-20,133.418,126.3734,119.3288
2021-05-21,132.7492,125.9489,119.1487
2021-05-24,131.854,125.5867,119.3194
2021-05-25,130.9011,125.2308,119.5605
2021-05-26,130.0094,124.9121,119.8148
2021-05-27,128.9787,124.5214,120.0641
2021-05-28,128.353,124.1966,120.0402
2021-06-01,127.2447,123.8028,120.361
2021-06-02,127.108,123.6767,120.2454
2021-06-03,126.9886,123.4639,119.9392
2021-06-04,126.4336,123.286,120.1383
2021-06-07,125.5272,123.0748,120.6224
2021-06-08,125.5114,123.0694,120.6274
2021-06-09,125.656,123.1292,120.6023
2021-06-10,125.4664,123.2928,121.1193
2021-06-11,125.6416,123.4094,121.1773
2021-06-14,126.4593,123.5579,120.6564
2021-06-15,126.998,123.723,120.448
2021-06-16,127.5863,123.9827,120.3791
2021-06-17,128.4763,124.3306,120.1848
2021-06-18,128.9032,124.4849,120.0666
2021-06-21,129.7101,124.8215,119.9329
2021-06-22,130.7978,125.1586,119.5194
2021-06-23,131.6635,125.4918,119.3201
2021-06-24,132.362,125.8132,119.2644
2021-06-25,132.8841,126.1968,119.5096
2021-06-28,133.5723,126.6951,119.818
2021-06-29,134.3988,127.2855,120.1723
2021-06-30,135.2406,127.8686,120.4966
2021-07-01,135.7594,128.5413,121.3232
2021-07-02,136.9549,129.2307,121.5065
2021-07-06,138.3909,130.0205,121.6502
2021-07-07,140.2408,130.8941,121.5475
2021-07-08,141.4216,131.6835,121.9454
2021-07-09,142.6312,132.6144,122.5976
2021-07-12,143.5259,133.4547,123.3835
2021-07-13,144.6914,134.1975,123.7036
2021-07-14,146.3257,135.1534,123.9811
2021-07-15,147.5147,136.0515,124.5883
2021-07-16,148.2024,136.7669,125.3313
2021-07-19,148.0806,137.3543,126.628
2021-07-20,148.4347,138.0329,127.6311
2021-07-21,148.6827,138.5925,128.5022
2021-07-22,148.9412,139.2343,129.5275
2021-07-23,149.2293,139.9766,130.7239
2021-07-26,149.2547,140.7547,132.2546
2021-07-27,148.9374,141.3422,133.7469
2021-07-28,148.4792,141.766,135.0527
2021-07-29,147.9454,142.1913,136.4371
2021-07-30,147.1648,142.6121,138.0595
2021-08-02,146.6878,142.8846,139.0813
2021-08-03,146.5946,143.1462,139.6978
2021-08-04,146.6608,143.2628,139.8648
2021-08-05,146.5917,143.45,140.3083
2021-08-06,146.6002,143.5112,140.4223
2021-08-09,146.5636,143.5999,140.6362
2021-08-10,146.5629,143.6087,140.6545
2021-08-11,146.175,143.4582,140.7415
2021-08-12,146.311,143.4893,140.6677
2021-08-13,146.7136,143.6331,140.5525
2021-08-16,147.2054,144.069,140.9327
2021-08-17,147.7032,144.2781,140.8529
2021-08-18,147.6758,144.3359,140.996
2021-08-19,147.6787,144.3418,141.0049
2021-08-20,147.6614,144.3346,141.0078
2021-08-23,147.823,144.3809,140.9389
2021-08-24,148.1236,144.5316,140.9397
2021-08-25,148.1425,144.7082,141.2738
2021-08-26,148.1227,144.8121,141.5016
2021-08-27,148.179,144.9574,141.7357
2021-08-30,149.1264,145.341,141.5557
2021-08-31,149.649,145.5712,141.4935
2021-09-01,150.2344,145.8549,141.4754
2021-09-02,150.9849,146.1891,141.3933
2021-09-03,151.7201,146.5895,141.459
2021-09-07,152.8978,147.1097,141.3216
2021-09-08,153.4337,147.5763,141.719
2021-09-09,153.6687,147.9792,142.2897
2021-09-10,153.6676,147.9831,142.2986
2021-09-13,153.6672,148.0052,142.3432
2021-09-14,153.6326,147.858,142.0834
2021-09-15,153.6151,147.8011,141.9871
2021-09-16,153.4802,147.9203,142.3605
2021-09-17,153.5439,147.8889,142.2339
2021-09-20,154.1183,147.6313,141.1443
2021-09-21,154.4672,147.3231,140.1791
2021-09-22,154.5108,147.1381,139.7655
2021-09-23,154.5268,147.0631,139.5993
2021-09-24,154.538,147.0326,139.5273
2021-09-27,154.6043,146.8741,139.144
2021-09-28,154.5579,146.3241,138.0902
2021-09-29,154.4347,145.8824,137.3302
2021-09-30,154.2268,145.3422,136.4576
2021-10-01,153.6082,144.8024,135.9966
2021-10-04,153.0113,144.0585,135.1057
2021-10-05,151.3648,143.294,135.2232
2021-10-06,149.7656,142.6507,135.5357
2021-10-07,148.0956,142.1217,136.1477
2021-10-08,147.5434,141.8238,136.1043
2021-10-11,146.7791,141.4931,136.2071
2021-10-12,146.2568,141.1687,136.0807
2021-10-13,145.4318,140.7703,136.1088
2021-10-14,144.5218,140.5235,136.5251
2021-10-15,144.3247,140.4636,136.6025
2021-10-18,144.7682,140.6407,136.5133
2021-10-19,145.6447,140.9023,136.1599
2021-10-20,146.3242,141.0696,135.815
2021-10-21,146.8608,141.1997,135.5385
2021-10-22,147.177,141.2865,135.396
2021-10-25,147.6459,141.447,135.248
2021-10-26,148.3026,141.8106,135.3186
2021-10-27,148.8075,142.106,135.4045
2021-10-28,149.9477,142.6492,135.3507
2021-10-29,150.4284,143.0,135.5717
2021-11-01,150.4082,143.4819,136.5556
2021-11-02,150.6294,143.9191,137.2089
2021-11-03,151.0573,144.3848,137.7123
2021-11-04,151.3921,144.7612,138.1303
2021-11-05,151.6831,145.1832,138.6832
2021-11-08,151.7351,145.5683,139.4016
2021-11-09,151.4772,146.0354,140.5937
2021-11-10,150.5369,146.39,142.2431
2021-11-11,150.0104,146.6022,143.194
2021-11-12,149.6043,146.8656,144.127
2021-11-15,149.4087,147.0456,144.6826
2021-11-16,149.5486,147.1663,144.784
2021-11-17,150.2331,147.3848,144.5366
2021-11-18,152.2116,147.8078,143.404
2021-11-19,154.502,148.4012,142.3005
2021-11-22,156.3573,149.0202,141.6831
2021-11-23,157.9705,149.625,141.2795
2021-11-24,159.4227,150.2789,141.135
2021-11-26,159.7882,150.4981,141.208
2021-11-29,160.6425,151.0218,141.4012
2021-11-30,162.3908,151.8355,141.2801
2021-12-01,163.7708,152.571,141.3712
2021-12-02,164.8006,153.1848,141.569
2021-12-03,165.3741,153.7302,142.0863
2021-12-06,166.416,154.4202,142.4244
2021-12-07,168.4522,155.4394,142.4265
2021-12-08,171.0739,156.632,142.1902
2021-12-09,172.8066,157.9412,143.0757
2021-12-10,175.2241,159.493,143.762
2021-12-13,176.4712,160.7584,145.0457
2021-12-14,177.0537,161.9541,146.8545
2021-12-15,178.3206,163.3448,148.369
2021-12-16,178.2947,164.2672,150.2396
2021-12-17,178.3944,164.9193,151.4442
2021-12-20,178.4611,165.3714,152.2817
2021-12-21,178.7718,165.9596,153.1474
2021-12-22,179.3223,166.6589,153.9954
2021-12-23,179.8467,167.3636,154.8805
2021-12-27,180.1332,168.5194,156.9056
2021-12-28,180.3586,169.4555,158.5525
2021-12-29,180.9433,170.1474,159.3516
2021-12-30,181.1189,170.8074,160.4959
2021-12-31,180.8565,171.4861,162.1157
2022-01-03,180.4742,172.4772,164.4803
2022-01-04,179.9215,173.1839,166.4463
2022-01-05,179.747,173.3677,166.9884
2022-01-06,179.8498,173.2163,166.5829
2022-01-07,179.9256,173.0989,166.2721
2022-01-10,179.5937,172.7421,165.8906
2022-01-11,179.5674,172.7097,165.8519
2022-01-12,179.5984,172.7687,165.9389
2022-01-13,179.2216,172.4193,165.617
2022-01-14,179.197,172.4591,165.7212
2022-01-18,179.3194,172.3932,165.4671
2022-01-19,179.8318,172.2202,164.6087
2022-01-20,180.6618,171.8035,162.9453
2022-01-21,181.4646,171.1534,160.8421
2022-01-24,181.9941,170.433,158.8718
2022-01-25,181.9219,169.4231,156.9243
2022-01-26,181.6666,168.4599,155.2533
2022-01-27,181.1391,167.4692,153.7993
2022-01-28,180.2923,167.0825,153.8727
2022-01-31,179.8979,166.9454,153.9928
2022-02-01,178.5435,166.5817,154.62
2022-02-02,177.8197,166.392,154.9643
2022-02-03,177.5601,166.2928,155.0254
2022-02-04,177.6224,166.3227,155.0231
2022-02-07,177.5942,166.3085,155.0227
2022-02-08,177.9454,166.4491,154.9529
2022-02-09,178.1677,166.5192,154.8706
2022-02-10,177.7657,166.3624,154.9591
2022-02-11,177.5259,166.1985,154.8711
2022-02-14,177.1887,166.0032,154.8177
2022-02-15,177.48,166.161,154.842
2022-02-16,177.8319,166.4824,155.1329
2022-02-17,177.8443,166.7077,155.5712
2022-02-18,177.663,166.9585,156.254
2022-02-22,177.4388,167.1015,156.7642
2022-02-23,177.3702,167.1258,156.8813
2022-02-24,176.9741,167.2859,157.5976
2022-02-25,176.252,167.5729,158.8938
2022-02-28,176.285,167.3272,158.3694
2022-03-01,175.9374,166.7684,157.5993
2022-03-02,175.351,166.3832,157.4155
2022-03-03,174.4563,165.9214,157.3866
2022-03-04,174.0832,165.4535,156.8238
2022-03-07,173.996,164.8094,155.6228
2022-03-08,174.0367,164.1097,154.1827
2022-03-09,172.8735,163.5252,154.1768
2022-03-10,171.3618,162.6513,153.9409
2022-03-11,171.0395,161.7956,152.5518
2022-03-14,171.6647,160.909,150.1533
2022-03-15,171.2756,160.2305,149.1853
2022-03-16,169.734,159.581,149.4279
2022-03-17,168.0085,158.9939,149.9794
2022-03-18,167.2261,158.7528,150.2796
2022-03-21,166.9062,158.6584,150.4105
2022-03-22,167.6633,158.8798,150.0963
2022-03-23,168.8999,159.3787,149.8576
2022-03-24,170.7858,159.9362,149.0867
2022-03-25,172.4442,160.4219,148.3995
2022-03-28,174.1014,160.9375,147.7737
2022-03-29,176.4409,161.713,146.985
2022-03-30,178.0673,162.2646,146.4618
2022-03-31,179.0171,162.6769,146.3367
2022-04-01,179.9766,163.225,146.4735
2022-04-04,181.4685,164.1668,146.8651
2022-04-05,182.1347,165.0338,147.9328
2022-04-06,182.5178,165.4707,148.4236
2022-04-07,182.6922,166.1409,149.5895
2022-04-08,182.1767,166.8967,151.6166
2022-04-11,180.4624,167.6411,154.8198
2022-04-12,179.1749,168.2596,157.3443
2022-04-13,178.4325,168.7915,159.1505
2022-04-14,177.81,169.0213,160.2326
2022-04-18,177.6876,169.0749,160.4623
2022-04-19,177.5348,169.1743,160.8139
2022-04-20,177.597,169.0961,160.5952
2022-04-21,177.701,168.9096,160.1183
2022-04-22,177.9739,168.3054,158.6368
2022-04-25,177.839,167.7228,157.6066
2022-04-26,178.1888,166.7978,155.4067
2022-04-27,177.5242,165.6961,153.8679
2022-04-28,176.1911,165.0008,153.8106
2022-04-29,175.6792,164.1663,152.6534
2022-05-02,174.9507,163.3618,151.7729
2022-05-03,172.8743,162.4289,151.9835
2022-05-04,171.4239,161.9841,152.5443
2022-05-05,170.6603,161.2431,151.8259
2022-05-06,169.5281,160.5232,151.5183
2022-05-09,169.2048,159.647,150.0893
2022-05-10,169.0372,159.1051,149.1729
2022-05-11,169.5128,158.0744,146.6361
2022-05-12,169.6282,156.7149,143.8016
2022-05-13,169.3992,155.8309,142.2626
2022-05-16,169.1099,154.8804,140.6509
2022-05-17,167.8578,153.9976,140.1374
2022-05-18,167.1792,152.7083,138.2373
2022-05-19,166.6838,151.2878,135.8917
2022-05-20,166.4813,150.1069,133.7325
2022-05-23,165.273,149.1444,133.0158
2022-05-24,164.9484,148.3456,131.7429
2022-05-25,164.4802,147.566,130.6518
2022-05-26,162.5035,146.5992,130.6949
2022-05-27,161.6404,146.2158,130.7912
2022-05-31,160.6154,145.7778,130.9402
2022-06-01,159.1966,145.2585,131.3205
2022-06-02,155.9151,144.5407,133.1663
2022-06-03,154.4566,143.9907,133.5249
2022-06-06,152.6109,143.4418,134.2727
2022-06-07,152.0897,143.2767,134.4637
2022-06-08,150.8505,142.9539,135.0574
2022-06-09,150.697,142.7637,134.8305
2022-06-10,151.0536,142.4962,133.9387
2022-06-13,151.8015,141.7457,131.6899
2022-06-14,152.1955,141.1159,130.0364
2022-06-15,151.6374,140.4354,129.2335
2022-06-16,152.3094,139.9052,127.5011
2022-06-17,152.6744,139.6199,126.5654
2022-06-21,152.7144,139.5352,126.3559
2022-06-22,152.5768,139.1528,125.7287
2022-06-23,152.5291,139.0498,125.5705
2022-06-24,152.5847,139.106,125.6272
2022-06-27,152.4306,139.0015,125.5724
2022-06-28,151.3255,138.4003,125.4752
2022-06-29,150.2845,137.9268,125.569
2022-06-30,149.1024,137.336,125.5695
2022-07-01,147.2051,136.7308,126.2566
2022-07-05,146.6692,136.5426,126.4161
2022-07-06,146.1288,136.3839,126.639
2022-07-07,145.5696,136.2676,126.9657
2022-07-08,145.3447,136.2223,127.0999
2022-07-11,145.711,136.3322,126.9534
2022-07-12,146.6589,136.7624,126.8658
2022-07-13,147.2151,137.433,127.651
2022-07-14,148.2268,138.2072,128.1876
2022-07-15,149.5617,138.9335,128.3053
2022-07-18,149.4789,139.7717,130.0645
2022-07-19,150.0273,140.7296,131.432
2022-07-20,151.3043,141.5757,131.8471
2022-07-21,152.7559,142.5612,132.3665
2022-07-22,153.8704,143.3408,132.8111
2022-07-25,154.7502,143.8971,133.044
2022-07-26,155.3058,144.3869,133.468
2022-07-27,156.3018,145.3404,134.379
2022-07-28,157.3103,146.2333,135.1563
2022-07-29,158.8445,147.5041,136.1637
2022-08-01,159.9514,148.6168,137.2822
2022-08-02,160.7091,149.5259,138.3428
2022-08-03,162.7156,150.6696,138.6236
2022-08-04,164.4972,151.6285,138.7599
2022-08-05,165.9564,152.5421,139.1279
2022-08-08,166.864,153.539,140.2139
2022-08-09,167.5958,154.4895,141.3832
2022-08-10,168.8219,155.6714,142.5208
2022-08-11,169.8597,156.6694,143.4791
2022-08-12,171.5054,157.7619,144.0183
2022-08-15,172.6215,159.0608,145.5001
2022-08-16,173.7768,160.1582,146.5397
2022-08-17,175.1136,161.2301,147.3467
2022-08-18,176.2626,162.1685,148.0743
2022-08-19,176.6204,163.0391,149.4578
2022-08-22,176.1455,163.771,151.3965
2022-08-23,175.028,164.5527,154.0773
2022-08-24,174.5039,165.0934,155.6829
2022-08-25,173.9955,165.7299,157.4642
2022-08-26,173.9021,165.7958,157.6895
2022-08-29,173.8916,165.8004,157.7092
2022-08-30,174.0287,165.7571,157.4856
2022-08-31,174.7798,165.3288,155.8779
2022-09-01,175.2405,164.9528,154.6652
2022-09-02,175.8549,164.4821,153.1093
2022-09-06,176.4763,163.9719,151.4674
2022-09-07,176.7777,163.5297,150.2818
2022-09-08,176.7845,162.8004,148.8163
2022-09-09,176.5049,162.2517,147.9985
2022-09-12,175.6469,161.8239,148.0009
2022-09-13,174.6849,160.8691,147.0532
2022-09-14,173.4028,159.9947,146.5866
2022-09-15,171.6829,158.9002,146.1175
2022-09-16,169.7894,157.7431,145.6967
2022-09-19,167.9155,156.9022,145.889
2022-09-20,166.7041,156.3757,146.0473
2022-09-21,165.4173,155.7091,146.0008
2022-09-22,163.841,154.9793,146.1175
2022-09-23,161.1119,154.0121,146.9123
2022-09-26,159.9432,153.378,146.8128
2022-09-27,159.0572,152.9033,146.7495
2022-09-28,158.7042,152.4558,146.2074
2022-09-29,159.698,151.7284,143.7589
2022-09-30,160.9173,150.7534,140.5894
2022-10-03,161.0684,150.0941,139.1198
2022-10-04,160.8836,149.6782,138.4727
2022-10-05,160.4528,149.2064,137.96
2022-10-06,160.1651,148.7608,137.3565
2022-10-07,159.7679,147.9082,136.0484
2022-10-10,157.5937,146.7727,135.9518
2022-10-11,157.3675,146.0395,134.7114
2022-10-12,156.741,145.2021,133.6632
2022-10-13,156.1532,144.7392,133.3253
2022-10-14,155.9203,144.1313,132.3423
2022-10-17,154.773,143.5357,132.2984
2022-10-18,152.8655,142.8868,132.9082
2022-10-19,151.5238,142.4003,133.2768
2022-10-20,150.2238,141.9389,133.654
2022-10-21,149.6795,141.783,133.8865
2022-10-24,149.4005,141.7178,134.0352
2022-10-25,149.5522,141.7465,133.9407
2022-10-26,149.4546,141.7223,133.99
2022-10-27,149.5678,141.8368,134.1058
2022-10-28,151.5894,142.7023,133.8152
2022-10-31,152.8218,143.2396,133.6575
2022-11-01,153.3306,143.4642,133.5977
2022-11-02,153.2527,143.3966,133.5404
2022-11-03,153.3083,143.0734,132.8384
2022-11-04,153.3914,143.0003,132.6093
2022-11-07,153.449,142.9377,132.4264
2022-11-08,153.4092,142.9748,132.5404
2022-11-09,153.7273,142.8146,131.9019
2022-11-10,153.9484,143.0181,132.0879
2022-11-11,154.3023,143.589,132.8757
2022-11-14,154.584,143.8908,133.1976
2022-11-15,155.0316,144.2135,133.3954
2022-11-16,155.3049,144.469,133.6331
2022-11-17,155.7609,144.843,133.9252
2022-11-18,156.163,145.0538,133.9446
2022-11-21,156.0642,144.9949,133.9256
2022-11-22,155.8172,144.9006,133.9841
2022-11-23,156.0355,144.9979,133.9603
2022-11-25,156.1837,145.1734,134.163
2022-11-28,154.9516,144.6167,134.2819
2022-11-29,154.1044,144.0278,133.9512
2022-11-30,153.8214,143.9106,133.9998
2022-12-01,154.0565,144.0847,134.1128
2022-12-02,154.0018,144.5374,135.0731
2022-12-05,153.7173,144.9452,136.1731
2022-12-06,153.3818,145.1424,136.903
2022-12-07,153.2229,145.2136,137.2043
2022-12-08,151.828,145.5981,139.3683
2022-12-09,151.9757,145.3653,138.755
2022-12-12,151.6913,145.1078,138.5243
2022-12-13,151.5395,144.9689,138.3984
2022-12-14,151.1722,144.6313,138.0905
2022-12-15,151.6989,144.0239,136.3488
2022-12-16,151.9317,143.2227,134.5136
2022-12-19,152.0308,142.2875,132.5442
2022-12-20,152.2696,141.511,130.7524
2022-12-21,151.5332,140.783,130.0327
2022-12-22,150.7024,139.8518,129.0011
2022-12-23,150.2115,139.0486,127.8857
2022-12-27,150.2743,138.3472,126.4201
2022-12-28,150.9243,137.5994,124.2745
2022-12-29,149.9907,136.6889,123.3872
2022-12-30,148.7249,135.7805,122.8361
2023-01-03,147.7193,134.6565,121.5937
2023-01-04,146.4776,133.6546,120.8317
2023-01-05,145.8075,132.7704,119.7332
2023-01-06,145.0336,132.2109,119.3881
2023-01-09,143.8372,131.593,119.3489
2023-01-10,142.5945,131.0281,119.4616
2023-01-11,140.7264,130.4844,120.2424
2023-01-12,138.1584,129.8883,121.6183
2023-01-13,135.9994,129.4706,122.9419
2023-01-17,135.8829,129.443,123.003
2023-01-18,135.9998,129.4776,122.9553
2023-01-19,136.3795,129.6209,122.8623
